id,budget,genres,year,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,production_companies_number,production_countries_number,spoken_languages_number
464209,0,,,en,Babes in Toyland,"Tom the Piper's Son is about to marry Mary Quite Contrary. On the eve of their wedding, evil miser Barnaby...",5.50E-05,none,none,,0,105,none,Released,"The happiest, most delightful musical comedy of your lifetime!",Babes in Toyland,0,0,0,0,0
464211,0,Drama|Action,,id,Panji Tengkorak,"Panji Tengkorak tells the story of Panji, a master in the dark arts of silat (Indonesian martial art), who is searching for the person who had killed his wife. In his journey, Panji always disguises himself as a beggar and wears a skull mask. Even though he looked cruel, Panji is a good and loyal man.","8,00E-06",none,none,02-07-1971,0,86,Bahasa indonesia,Released,,Panji Tengkorak,8,1,0,0,1
464212,0,Science Fiction|Horror,,fr,ANA,ANA is: a) An investigation of a cyber-sect linked to the disappearances of several women online. b) A moodboard of the aesthetization of self-destruction. c) A found footage documentary about today's subcultures.,0.003895,Canada,none,12-09-2015,0,65,Français,Released,Prepare to make new friends.,ANA,0,0,1,0,1
464215,0,Action,,id,Gadis Pendekar,,0,none,none,02-07-1990,0,80,Bahasa indonesia,Released,,Gadis Pendekar,7,1,0,0,1
464216,0,Documentary,,en,My Son the Jihadi,"Channel 4 documentary about British mother, Sally Evans, whose son, Thomas, had been recruited - and joined - Islamist terrorist organisation, Al Shabaab, in Somalia.",0.003621,none,none,22-10-2015,0,47,none,Released,,My Son the Jihadi,0,0,0,0,0
464217,0,Action,,id,Jaka Tuak,,0.000158,none,none,15-07-1990,0,118,Bahasa indonesia,Released,,Jaka Tuak,7,1,0,0,1
464219,0,Drama,,en,On Trial,"A man is put on trial for the murder of his best friend. A young attorney wants to become successful and decides to defend him. However, he is very inexperienced.",0.000144,Warner Bros.,United States of America,01-12-1928,0,91,English,Released,SEE and HEAR WARNER BROS. 100% ALL-TALKING PICTURE,On Trial,0,0,1,1,1
464220,0,Romance|Drama|History,,en,Adoration,"Billie Dove, as Elena, pulls out all stops as a Russian princess and a woman-of-the-streets in Paris in an exotic romance and hand-wringing drama set in two countries and the way-stations in between.",0.000175,First National Pictures,United States of America,02-12-1928,0,73,English,Released,The most beautiful actress of the screen...in her greatest role,Adoration,0,0,1,1,1
464221,0,Drama,,en,Shtika,"12-year-old girl Mashda and 45-year-old Amnon find solace in each other's company. Their relationship - a bond shared in silence, never truly coming to terms with the implications of its very nature - pushes both character and spectator towards a zone of ambivalence, where morals and desires intermingle uneasily.",0.000579,Rabinovich Film Fund Cinema Project,Israel,28-05-2008,0,18,עִבְרִית,Released,,Silence,0,0,2,1,1
464222,0,Crime|Mystery|Thriller,,bn,Khoj,"A policeman on patrolling duty is asked to investigate a doctor's house nearby, from where a woman's repeated screams have been heard. The doctor does not let him into the house, insisting that it was his wife screaming due to an injection being pushed and that everything is normal. The policeman's suspicions are not allayed, especially when the neighbors claim they have often heard the wife scream but never seen her. The next morning, the policeman finds the doctor in the police station filing a missing report of his wife. The quaint little misty hill town of Rimtik is shaken when the policemen starts to dig deep into the doctor's queer life.",0.040194,none,none,02-06-2017,0,116,বাংলা,Released,,Khoj,0,0,0,0,2
464223,0,Animation,,en,Gary & Mildred,Having despaired in his attempts at regaining his mother's attention. Gary chances upon his precious lost dog. Could motherly love be replaced by a dog's love?,0.000572,Bezalel Academy of Arts and Design,Israel,28-03-2008,0,6,none,Released,,Gary & Mildred,0,0,1,1,0
464224,0,Drama|Animation|Comedy,,en,You Shall Not Leave the Way!,Thoughtless acceptation of rules doesn't have to tend to the supposed aim.,0.000869,none,none,02-07-2011,0,8,none,Released,,You Shall Not Leave the Way!,0,0,0,0,0
464225,0,Animation,,en,Celestina,"In a desert wasteland, the scorched ground suddenly cracks. A boy finds himself a witness to events he cannot explain, learning about sin, sorrow, ignorance, redemption and hope.",0.000453,Bezalel Academy of Arts and Design,Israel,26-08-2006,0,5,none,Released,,Celestina,0,0,1,1,0
464226,0,Drama,,pt,Depois da Curva,"Paulo is a young and beginner driver who, when taking a trip to work, is faced with a series of situations that will make him reevaluate.",0.00058,none,Brazil,02-07-2009,0,18,Português,Released,,Depois da Curva,0,0,0,1,1
464227,0,Animation,,he,Pickles Season,"When Ronen and his friends go to the beach, everyone is responsible of bringing something. But no one understands why, in addition to fruit, Ronen also brings a jar of pickles. A funny autobiographical film about friends, family and pickles.",0.000428,Bezalel Academy of Arts and Design,Israel,02-07-2006,0,6,עִבְרִית,Released,,Pickles Season,0,0,1,1,1
464228,0,Animation,,en,Kill the Armadill,"In a desert wasteland, the scorched ground suddenly cracks. A boy finds himself a witness to events he cannot explain, learning about sin, sorrow, ignorance, redemption and hope.",0.000572,Bezalel Academy of Arts and Design,Israel,14-10-2008,0,2,none,Released,,Kill the Armadill,0,0,1,1,0
464229,0,Drama,,pt,Oyasuminasai,Early morning. Another day starts in the life of a lonely Japanese elder lady.,0.000857,Lúdico Filmes,Brazil,02-07-2011,0,6,日本語,Released,,Oyasuminasai,0,0,1,1,1
464230,0,Animation,,he,Line 9,"Alon, a married man in his thirties, falls in love and obsessively stalks Jonathan, a ballet student who lives with his older boyfriend. When Jonathan finds out, he becomes a stalker himself.",0.000572,Bezalel Academy of Arts and Design,Israel,14-10-2008,0,7,none,Released,,Line 9,0,0,1,1,0
464231,0,Animation,,en,See,"Yoav, a Young Artist, is drawing a self portrait at his home. Unsuccessful, he goes outside, self centered and unaware of his surroundings, until harsh events compel him to look around. He finds the world diseased with a new plague which makes him see things from a different angle.",0.000572,Bezalel Academy of Arts and Design,Israel,03-05-2008,0,6,none,Released,,See,0,0,1,1,0
464232,0,Animation,,en,Golem,"When Romi, a lonely young girl, accidentally wakes up a dormant Golem - She finds out that even the purest of friendships can be endangered by personal demons.",0.000434,Bezalel Academy of Arts and Design,Israel,26-08-2006,0,8,none,Released,,Golem,0,0,1,1,0
464233,0,Animation,,en,Trace,"May finds herself surrounded by cats, old and childless. She screams and runs away till she finds herself in a jungle of threads.",0.000429,Bezalel Academy of Arts and Design,Israel,14-10-2006,0,4,none,Released,,Trace,0,0,1,1,0
464234,0,Animation,,en,Hardcover & Paperback,"Hardcover meets Paperback, an origami figure just like himself. Their relationship unfolds from their first date to the discovery that will change Hardcover's point of view.",0.000572,Bezalel Academy of Arts and Design,Israel,26-08-2008,0,3,none,Released,,Hardcover & Paperback,0,0,1,1,0
464235,0,,,en,Depois da Queda,"A copywriter with a great opportunity. A reluctant call girl. A father with the daughter between life and death. After the fall, their lives collide.",0.000857,none,Brazil,02-07-2011,0,17,none,Released,,Depois da Queda,0,0,0,1,0
464236,0,Drama|Adventure|Crime,,pt,Nego,"Small, black and skinny, another street boy obeying the crook known as Parana, even unprotected and alone, he walks for hours in the dangerous streets of a nightly Sao Paulo, to deliver a mysterious package. As he goes in his journey suffering cold, distresses, loneliness and fear, Nego takes refuge into his thoughts, pictures of his life.",0.001218,Infravermelho Filmes,Brazil,02-11-2011,0,10,Português,Released,,Nego,0,0,1,1,1
464237,0,,,en,Lucid Shadows,The trajectory of man from birth to film.,0.000857,none,Jordan,02-07-2011,0,5,none,Released,,Lucid Shadows,0,0,0,2,0
464238,0,,,en,Je t'aime... moi non plus: Artistes et critiques,Documentary about the love-hate relationship between filmmakers and film critics with interviews made at Cannes Film Festival.,0.000429,none,none,09-05-2007,0,82,none,Released,,Je t'aime... moi non plus: Artistes et critiques,0,0,0,0,0
464239,0,,,en,Máscara Negra,"Gregory is in love with a carnival masquerade. He goes after her every year. His friends make fun, but he's a romantic convict. Luisette is a transvestite in search of affection. Together they spend a night of intense love. The next day, Gregory takes Luisette to a beneficent soccer game with friends dressed as women. As she plays he falls in love. Luisette captivates him by his sincere love.",0.000869,none,none,06-12-2010,0,15,none,Released,,Máscara Negra,0,0,0,0,0
464240,0,Animation,,en,Half Baked,A chef and a waiter join forces in order to change the bleak future of their baked ducks.,0.000443,Bezalel Academy of Arts and Design,Israel,14-10-2007,0,2,none,Released,,Half Baked,0,0,1,1,0
464241,0,,,en,Illuminations,"A choreography based on an original musical score. The movements illustrate a dialogue between the figurative and the abstract, attempting to find a mutual meaning and an affinity between them while at the same time emphasizing the polarity.",0.000429,Bezalel Academy of Arts and Design,Israel,26-08-2007,0,5,none,Released,,Illuminations,0,0,1,1,0
464242,0,Animation,,en,My Memories Are Entwined with You,A poetic story about growing up and falling in love in Israel of the 1990's.,0.000434,Bezalel Academy of Arts and Design,Israel,26-08-2007,0,4,none,Released,,My Memories Are Entwined with You,0,0,1,1,0
464243,0,Animation,,en,Steps,"Imagination and naivety lead a crippled girl, to dream about becoming a dancer. On the way she discovers that society cannot accept her dream. Her confidence shatters, yet her father's love Helps her to fulfill her dream.",0.000431,Bezalel Academy of Arts and Design,Israel,16-10-2006,0,6,none,Released,,Steps,0,0,1,1,0
464244,0,Animation,,en,True Love Hotel,"The story of a small, lonely, anonymous resident of a large, alienating city. He has lived all his life in his parents house and continues to do so after their deaths (his father was killed in a war, and the mother faded to her death in the following years). The story is in three parts, and tells of the experiences of this one fellow throughout one day.",0.000572,Bezalel Academy of Arts and Design,Israel,26-08-2008,0,7,none,Released,,True Love Hotel,0,0,1,1,0
464245,0,Documentary,,en,Symmetry,"Is the world full of deep symmetries and ordered pairs? Or do we live in a lopsided universe? This striking video plays with our yearning for balance, and reveals how beautiful imperfect matches can be. The video made by Everynone was inspired by Radiolab's Desperately Seeking Symmetry episode.",0.000857,Everynone See,United States of America,18-04-2011,0,3,none,Released,,Symmetry,0,0,1,1,0
464246,0,,,ja,Sono zen'ya,"A forceful indictment of the devastating effects of war and nationalistic fanaticism on the average man, who, in the face of the absurdity of violence, is reduced to apathy or victimhood.",0.000143,none,Japan,20-10-1939,0,87,日本語,Released,,The Day After,0,0,0,1,1
464247,2267,Drama,,en,Peel,A man discovers his wife's infidelity.,0.074296,none,United States of America,01-07-2017,0,19,English,Released,A woman in trouble.,Peel,10,1,0,1,1
464248,150,Horror|Thriller,,en,Napoleon's Curse,"When Paul and Monet host a weekend get together at the old Broussard mansion, what begins as a fun time quickly turns deadly when an ancient family curse is awakened.",0.000872,Sadan Productions,United States of America,01-11-2009,0,86,English,Released,Who will kill? Who will die?,Napoleon's Curse,0,0,1,1,1
